DISCIPLINE,cdb32d12-3aa3-48cf-8c61-35e79ed20813,PCC
CHAPTER,c86d2fe7-2dfb-4565-807d-0574efbfc37f,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,49e6de35-6d75-49fa-afd9-4c18e4f2172c,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,a79c0382-d014-4ba4-8f21-dea979f9e067,Course Information,3,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,9071bf64-3560-48d5-a8f6-ce0831e88afc,Range Equipment,4,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5e0cda95-8451-400b-99f0-5cd03979ce93,Competitor Equipment,5,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,59271ca0-0719-4d94-9252-28c5b053bacb,Match Structure,6,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,a60f3827-c3c8-4018-8059-e45221c0a1a5,Match Management,7,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5b702d6a-0ad4-4c45-8c35-8dde21080dd6,The Course of Fire,8,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5231d906-bc73-452c-a752-0a5a7f168391,Scoring,9,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,e436aa69-4e8b-4c95-996c-2b13d2f07730,Penalties and Disqualifications,10,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,904a9cb0-c18c-467d-9f25-e6e1c11239de,Arbitration and Interpretation of Rules,11,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5de1ba9c-0a14-4e2f-a308-b9ed1af4a54a,Miscellaneous Matters,12,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,81b1fe69-7db6-4384-b30b-9b2a1536c49c,,9.7.2,If corrections to the score sheet are required~ these will be clearly entered onto the original and other copies of the competitor�s score sheets. The competitor and the Range Officer should initial any corrections.,c0cd81b5-50ee-44ec-8520-304503de6f7c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,83e39916-1e31-43bd-98f6-9da1a964d9a4,,9.7.3,Should a competitor refuse to sign or initial a score sheet~ for any reason~ the matter must be referred to the Range Master. If the Range Master is satisfied that the course of fire has been conducted and scored correctly the unsigned score sheet will be submitted as normal for inclusion in the match results.,c0cd81b5-50ee-44ec-8520-304503de6f7c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,fc633921-b4ad-4466-80c6-d7c09b18912d,,9.7.4,A score sheet signed by both a competitor and a Range Officer is conclusive evidence that the course of fire has been completed~ and that the time~ scores and penalties recorded on the score sheet~ are accurate and uncontested. The signed score sheet is deemed to be a definitive document and~ with the exception of the mutual consent of the competitor and the signatory Range Officer~ or due to an arbitration decision~ the score sheet will only be changed to correct arithmetical errors or to add procedural penalties under Rule 8.6.2.,c0cd81b5-50ee-44ec-8520-304503de6f7c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,de371607-cef3-4de2-97a1-2224e45a4e41,,9.7.5,If a score sheet is found to have insufficient or excess entries~ or if the time has not been recorded on the score sheet~ it must be promptly referred to the Range Master who will normally require the competitor to reshoot the course of fire.,c0cd81b5-50ee-44ec-8520-304503de6f7c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,d4faeada-70f2-40b5-ae16-b9086f1b7287,,9.7.6,In the event that a reshoot is not possible for any reason~ the following actions will prevail:,c0cd81b5-50ee-44ec-8520-304503de6f7c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,dcd2a129-88bc-48d3-87e6-29dda3aa944e,,9.7.7,In the event that an original score sheet is lost or otherwise unavailable~ the competitor's duplicate copy~ or any other written or electronic record acceptable to the Range Master~ will be used. If the competitor's copy~ or any other written or electronic record~ is unavailable~ or is deemed by the Range Master to be insufficiently legible the competitor will be required to reshoot the course of fire. If the Range Master deems that a reshoot is not possible for any reason~ the competitor will incur a zero time and score for the affected stage.,c0cd81b5-50ee-44ec-8520-304503de6f7c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,f0c8108b-23c8-4a91-a923-b7d8aa601343,,9.7.8,No person~ other than an authorized Match Official~ is permitted to handle an original score sheet retained on a stage~ or at any other place~ after it has been signed by a competitor and a Range Officer~ without the prior approval of the Range Officer or personnel directly involved with Stats. Violations will incur a warning for the first offense~ but may be subject to Section 10.6 for subsequent occurrences in the same match.,c0cd81b5-50ee-44ec-8520-304503de6f7c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,c0938f27-679e-4b39-b7a5-55e86483bd26,,9.8.1,Each competitor has a responsibility to maintain an accurate record of their scores by verifying the lists posted by the Stats Officer.,846dad39-8e5d-493b-aa12-9ebc89fd4e46,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,853b893c-13e8-4ed3-9c2e-8e11aed88a58,,9.8.2,After all competitors have completed a match~ the provisional stage results must be published and posted in a conspicuous place at the shooting range and~ at Level IV or higher matches~ at the official match hotel for the purpose of verification by competitors. The time and date the subject results were actually posted (not just printed) at each venue must be clearly stated thereon.,846dad39-8e5d-493b-aa12-9ebc89fd4e46,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,50115da2-9bf1-4b70-b11d-cc3dbf61b616,,9.8.3,If a competitor detects an error in those results~ he must file an appeal with the Stats Officer within 1 hour after the results were actually posted. If the appeal is not filed within the time limit~ the posted scores will stand and the appeal will be dismissed.,846dad39-8e5d-493b-aa12-9ebc89fd4e46,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,0c6b559c-c40a-45b7-898e-9e1c8c2f0667,,9.8.4,Competitors who are scheduled (or otherwise authorized by the Match Director) to complete all courses of fire in a match in a period of time less than the full duration of the match (e.g. 1 day format in a 3 day match etc.)~ are required to check their provisional match results in accordance with the special procedures and time limits specified by the Match Director (e.g. via a website)~ failing which scoring appeals will not be accepted. The relevant procedure must be published in advance in match literature and/or by way of a notice posted in a conspicuous place at the shooting range prior to commencement of the match (also see Section 6.6).,846dad39-8e5d-493b-aa12-9ebc89fd4e46,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,38e25717-4c79-4b0b-99cd-d5a7463a792d,,9.8.5,A Match Director may elect to have results posted electronically (e.g. via a website) either in addition to~ or as an alternative to~ physically printing them. If so~ the relevant procedure must be published in advance in match literature and/or by way of a notice posted in a conspicuous place at the shooting range prior to commencement of the match. Facilities (e.g. a computer) must be provided for competitors to view the results if a Match Director has elected to only have results posted electronically.,846dad39-8e5d-493b-aa12-9ebc89fd4e46,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,645391a9-8bd8-403d-9bb4-4b2faf63ee8b,,9.9.1,Moving targets which present at least a portion of the A zone when at rest (either before or after initial activation)~ or which continuously appear and disappear for the duration of a competitor�s attempt at a COF~ are not disappearing and will always incur failure to engage and/or miss penalties.,5bc33ad7-685c-4cc0-bb80-66f0c9c0ba56,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,d812e8c8-d9d0-4c80-bca9-d2c5dc60c63a,,9.9.2,Moving targets~ which do not comply with the above criteria~ are disappearing and will not incur failure to engage or miss penalties unless a competitor fails to activate the mechanism which initiates the target movement before or when firing his last shot for that course of fire.,5bc33ad7-685c-4cc0-bb80-66f0c9c0ba56,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,72f80990-d208-4974-9179-9cf5b7f1d15d,,9.9.3,Stationary targets which present at least a portion of the A zone~ either before or after activation of a moving and/or concealing no-shoot or vision barrier~ are not disappearing and will incur failure to engage and/or miss penalties.,5bc33ad7-685c-4cc0-bb80-66f0c9c0ba56,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,63524297-d46a-492d-b5fe-92ae4ea9c075,,9.9.4,Targets which present at least a portion of the A zone each time a competitor operates a mechanical activator,5bc33ad7-685c-4cc0-bb80-66f0c9c0ba56,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,4739412c-f1be-43e6-9de3-7c1a809bde2f,,9.9.5,If a COF requires that a competitor be confined to an apparatus which travels from one location to another location during his attempt at a COF~ any target which can only be engaged from the apparatus for part of its travel~ and which cannot subsequently be reengaged~ is deemed to be disappearing.,5bc33ad7-685c-4cc0-bb80-66f0c9c0ba56,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,47de5e7b-0667-4409-9479-28e1adb8eeb6,,9.10.1,Only the timing device operated by a Range Officer must be used to record the official elapsed time of a competitor's attempt at a course of fire. If a Range Officer assigned to a course of fire (or a more senior Match Official) deems that a timing device is faulty~ a competitor whose attempt cannot be credited with an accurate time will be required to reshoot the course of fire.,44952302-5842-44ab-bfaf-db7d1f6edc5b,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,6ce66735-8cb7-4ba7-9c90-d2e3ecdea03b,,9.10.2,If~ in the opinion of an Arbitration Committee~ the time credited to a competitor for a course of fire is deemed to be unrealistic~ the competitor will be required to reshoot the course of fire (see Rule 9.7.4).,44952302-5842-44ab-bfaf-db7d1f6edc5b,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,6d9afa3c-1718-43cd-bf33-34b009a2ae88,,10.1.1,Procedural penalties are imposed when a competitor fails to comply with procedures specified in a written stage briefing and/or is found to be in violation of other general rules. The Range Officer imposing the procedural penalties must clearly record the number of penalties~ and the reason why they were imposed~ on the competitor's score sheet.,4291150d-3a7a-4841-968b-b484d2e1f0d0,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,3610c84b-73b3-48e5-a2ff-1b83e7c275d6,,10.1.2,Procedural penalties are assessed at minus 10 points each.,4291150d-3a7a-4841-968b-b484d2e1f0d0,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,710d74d1-9d9e-4e62-8b4c-41ffd93d8384,,10.1.3,A competitor disputing the application or number of procedural penalties may appeal to the Chief Range Officer and/or Range Master. A competitor who continues to be aggrieved may then lodge an appeal for arbitration.,4291150d-3a7a-4841-968b-b484d2e1f0d0,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,9baad4af-eb21-4048-9d37-016d5489e7e3,,10.1.4,Procedural penalties cannot be nullified by further competitor action. For example~ a competitor who fires a shot at a target while faulting a line will still incur the applicable penalties even though he subsequently shoots at the same target while not faulting the line.,4291150d-3a7a-4841-968b-b484d2e1f0d0,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,7c690562-3ca4-4b69-9e89-0cb82522dae8,,10.2.10,Special penalty: A competitor unable to fully execute any part of a course of fire due to incapacity or injury may~ prior to making his attempt at the course of fire~ request that the Range Master apply a penalty in lieu of the stated course requirement.,721044fb-63be-49e5-a685-457bdcbdcd6a,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,b4813012-d7c2-4730-89b3-7a9dc5cdf7a6,,10.2.1,A competitor who fires shots while any part of their body is touching the ground or any object beyond a Fault Line will receive 1 procedural penalty for each occurrence. No penalty is assessed if a competitor does not fire any shots while faulting except when Rule 2.2.1.5 applies.,721044fb-63be-49e5-a685-457bdcbdcd6a,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,b94a6e36-1ebf-4707-9070-06f777a5c9e7,,10.2.2,A competitor who fails to comply with a procedure specified in the written stage briefing will incur 1 procedural penalty for each occurrence. However~ if a competitor has gained a significant advantage during non-compliance~ the competitor may be assessed 1 procedural penalty for each shot fired~ instead of a single penalty (e.g. firing one or more shots contrary to the required location~ shooting position or stance).,721044fb-63be-49e5-a685-457bdcbdcd6a,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,83fedb50-e218-40a1-9759-58d4021c0455,,10.2.3,Where multiple penalties are assessed in the above cases~ they must not exceed the maximum number of scoring hits that can be attained by the competitor. For example~ a competitor who gains an advantage while faulting a Fault Line where only 4 metal targets are visible will receive 1 procedural penalty for each shot fired while faulting~ up to a maximum of 4 procedural penalties~ regardless of the number of shots actually fired.,721044fb-63be-49e5-a685-457bdcbdcd6a,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,a257bc5f-d4c4-43ba-b742-0e4dc4be3ac5,,10.2.4,A competitor who fails to comply with a mandatory reload will incur 1 procedural penalty for each shot fired after the point where the reload was required until a reload is performed.,721044fb-63be-49e5-a685-457bdcbdcd6a,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,f75226a5-1ac3-4222-b78e-8fa54ccd96c8,,10.2.5,In a Cooper Tunnel~ a competitor who disturbs one or more pieces of the overhead material will receive 1 procedural penalty for each piece of overhead material which falls. Overhead material which falls as a result of the competitor bumping or striking the uprights~ or as a result of muzzle gases or recoil~ will not be penalized.,721044fb-63be-49e5-a685-457bdcbdcd6a,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,0d3645b5-d106-488b-b252-96bd251a5950,,10.2.6,A competitor who is creeping (e.g. moving hands towards the firearm~ a reloading device or ammunition) or physically moving to a more advantageous shooting position or stance after the "Standby" command and prior to issuance of the Start Signal~ will incur 1 procedural penalty. If the Range Officer can stop the competitor in time~ a warning will be issued for the first offense and the competitor will be restarted.,721044fb-63be-49e5-a685-457bdcbdcd6a,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,c25f5995-bcdb-4636-8b17-bae686d24312,,10.2.7,A competitor who fails to engage any scoring target with at least one round will incur 1 procedural penalty per target~ plus the applicable number of misses~ except where the provisions of Rule 9.9.2 apply.,721044fb-63be-49e5-a685-457bdcbdcd6a,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,f3193b19-6a24-4c85-9f71-aebb0089c079,,10.2.8,Not applicable.,721044fb-63be-49e5-a685-457bdcbdcd6a,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,a4e41c05-cdb1-47f8-931d-44cbfad8c43b,,10.2.9,A competitor who leaves a shooting location may return and shoot again from the same location provided they do so safely. However~ written stage briefings for Classifiers and Level I & II matches may prohibit such actions~ in which case 1 procedural penalty per shot fired will apply.,721044fb-63be-49e5-a685-457bdcbdcd6a,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,303ac0bb-4512-446e-aa94-b3bfb3da1b68,,10.2.11,A competitor who fires shots over a barrier constructed to a height of at least 1.8 meters will incur 1 procedural penalty for each shot fired (also see Rule 2.2.3.1).,721044fb-63be-49e5-a685-457bdcbdcd6a,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,d279fba4-c7df-4f6c-84fa-238fcd70a863,,10.2.12,Should a competitor engage a target or targets with burst or fully automatic fire (where more than one shot is discharged with one manipulation of the trigger) due to the firearm being in the automatic mode~ he will be scored zero for that stage and a warning issued. In the event of a second violation of this rule he will be disqualified. In the event that the discharge was in an unsafe direction or as defined in 10.3.1~ the regulations for that Section will apply.,721044fb-63be-49e5-a685-457bdcbdcd6a,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,8cdbcffe-aaad-4ff1-996c-1d49276dcbdc,,10.3.1,A competitor who commits a safety infraction or any other prohibited activity during an IPSC match will be disqualified~ and will be prohibited from attempting any remaining courses of fire regardless of the schedule or physical layout of the match~ pending the verdict of any appeal submitted in accordance with Chapter 11 of these rules.,cb40417a-5471-4d2a-9236-1ce9d3d65bff,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,41a33d58-8b96-4c52-af48-1fa5983ea0b9,,10.3.2,When a disqualification is issued~ the Range Officer must record the reasons for the disqualification~ and the time and date of the incident~ on the competitor's score sheet~ and the Range Master must be notified as soon as possible.,cb40417a-5471-4d2a-9236-1ce9d3d65bff,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,f9f9ddc0-923c-45ea-b44d-a68265ad3924,,10.3.3,Scores for a competitor who has received a disqualification must not be deleted from match results~ and match results must not be declared final by the Match Director~ until the time limit prescribed in Rule 11.3.1 has passed~ provided no appeal to arbitration on any matter has been submitted to the Range Master (or his delegate).,cb40417a-5471-4d2a-9236-1ce9d3d65bff,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,ad0df13f-428d-4349-acec-574aca4e97eb,,10.3.4,If an appeal to arbitration is submitted within the time limit prescribed in Rule 11.3.1~ the provisions of Rule 11.3.2 will prevail.,cb40417a-5471-4d2a-9236-1ce9d3d65bff,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,95a1b95b-815e-4952-9681-9048df09dc5c,,10.3.5,Scores for a competitor who has completed a pre-match or main match without a disqualification will not be affected by a disqualification received while that competitor is participating in a Shoot-Off or other side match (also see Rule 6.2.4).,cb40417a-5471-4d2a-9236-1ce9d3d65bff,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,4b087d95-93be-4cb2-89ea-639f21779faf,,10.4.1,A shot~ which travels over a backstop~ a berm or in any other direction~ specified in the written stage briefing by the match organizers as being unsafe. Note that a competitor who legitimately fires a shot at a target~ which then travels in an unsafe direction~ will not be disqualified~ but the provisions of Section 2.3 may apply.,0b82448b-042b-4308-84be-6fcd75cd8f15,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,9d2eb732-2683-4c5d-848a-5fcc285a93a3,,10.4.2,A shot which strikes the ground within 3 meters of the competitor~ except when shooting at a paper or frangible target closer than 3 meters to the competitor. A shot which strikes the ground within 3 meters of the competitor due to a "squib" load is exempt from this rule.,0b82448b-042b-4308-84be-6fcd75cd8f15,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,f9d2ee4b-9ed6-4760-b83f-8cd93f260867,,10.4.3,A shot which occurs while actually loading~ reloading or unloading a firearm. This includes any shot fired during the procedures outlined in Rules 8.3.1 and 8.3.7 (also see Rule 10.5.9).,0b82448b-042b-4308-84be-6fcd75cd8f15,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,92d0cf48-24de-4fcf-99e9-f1172795d739,,10.4.4,A shot which occurs during remedial action in the case of a malfunction.,0b82448b-042b-4308-84be-6fcd75cd8f15,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,e30dc397-e18c-4617-bafd-a67476f577f5,,10.4.5,A shot which occurs while transferring a firearm between hands.,0b82448b-042b-4308-84be-6fcd75cd8f15,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,d85354e5-7648-4df9-a0dc-1fb9525b0fd2,,10.4.6,A shot which occurs during movement~ except while actually shooting at targets.,0b82448b-042b-4308-84be-6fcd75cd8f15,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,de9f5c16-d484-4195-85bd-ba4ecf0dd3e5,,10.4.7,A shot fired at a metal target from a distance of less than 7 meters~ measured from the front of the target to the nearest part of the competitor's body in contact with the ground (see Rule 2.1.3).,0b82448b-042b-4308-84be-6fcd75cd8f15,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,b81c6b25-725e-49df-baef-4a7f6b9a2997,,10.4.8,In this Section~ if it can be established that the cause of the discharge is due to a broken or defective part of the firearm~ the competitor has not committed any safety infraction in this Section~ and a disqualification will not be invoked~ but the competitor's scores for that stage will be zero.,0b82448b-042b-4308-84be-6fcd75cd8f15,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,618e3bcc-8f59-4080-8c68-be99a8dbfc96,,10.5.1,Handling a firearm at any time except when in a designated Safety Area~ or elsewhere deemed safe by a Range Officer~ or when under the supervision of~ and in response to a direct command issued by~ a Range Officer may invoke a disqualification. This does not apply to the carrying of firearms where Rule 5.2.1 will apply. Violation of Rule 5.2.1 may invoke a disqualification.,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,dc498c1a-515c-4ded-bb97-3b47d9b0213d,,10.5.2,Allowing the muzzle of a firearm to point uprange~ or past the default~ or specific safe angles of fire during a course of fire. Exception: when fitting the chamber safety flag in compliance with Rule 8.3.7.2 the muzzle may point uprange within a radius of 50 cm from a competitor�s feet.,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,047a2e00-0df4-4a88-97e3-5a64c80dac18,,10.5.3,If at any time during the course of fire~ a competitor drops his firearm or causes it to fall~ loaded or not. Note that a competitor who~ for any reason during a course of fire~ safely and intentionally places the firearm on the ground or other stable object will not be disqualified provided:,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,02565e90-9f76-498d-a02b-568044441ff9,,10.5.4,Not applicable.,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,96fd123f-a2f1-48d0-97f8-7ed95eebca42,,10.5.5,Allowing the muzzle of a firearm to point at any part of the competitor's body during a course of fire (i.e. sweeping).,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,c72fbb64-9950-419b-a3cc-bb53d1bd52b7,,10.5.6,Not applicable.,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,9e6c9519-ff68-4d7a-b104-64a7576c225a,,10.5.7,Using more than one firearm during a course of fire.,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,655dfb6c-a1ba-4928-b42f-93c3f31c4b26,,10.5.8,Failure to keep the finger outside the trigger guard while clearing a malfunction where the competitor clearly moves the firearm away from aiming at targets.,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,3ac0f595-7fe1-4ead-ae8c-164f9a1534a7,,10.5.9,Failure to keep the finger outside the trigger guard during loading~ reloading~ or unloading. A competitor will be exempt from this rule when operating the trigger to dry fire or to release the action and/or drop the hammer while making ready prior to the Start Signal. In the event that the gun discharges during this operation Rule 10.4.3 will still apply.,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,1116ba59-ca1d-4a73-9a0d-826efd4e7b8f,,10.5.10,Failure to keep the finger outside the trigger guard during movement in accordance with Rule 8.5.1.,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,0c59e3a6-f12f-4485-ba6c-833ad1589e36,,10.5.11,Not applicable.,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,d1336c4e-7ff7-423b-87d7-b290f3b84148,,10.5.12,Handling live or dummy ammunition in a Safety Area~ contrary to Rule 2.4.4.,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,307bcefe-0b12-437e-8637-a9762ef1f045,,10.5.13,Having a loaded firearm other than when specifically authorized by a Range Officer.,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,1a8cfbe1-fb5e-4e73-97b9-1ddb0fa06338,,10.5.14,Retrieving a dropped firearm. Dropped firearms must always be retrieved by a Range Officer who will~ after checking and/or clearing the firearm~ return it to the competitor in a safe condition. Dropping an unloaded firearm or causing it to fall outside of a course of fire is not an infraction. However~ a competitor who retrieves a dropped firearm will receive a disqualification.,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,03bf2536-b5d9-480d-92b1-2f979b52e6bb,,10.5.15,Using prohibited and/or unsafe ammunition (see Rules 5.5.4~ 5.5.5 and 5.5.6)~ and/or using a prohibited firearm (see Rules 5.1.10 and 5.1.11).,3d4d0481-9800-4ecf-89e6-76e9b90f23b2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,301b90b7-05ab-480e-894c-61bfa065312b,,10.6.1,Competitors will be disqualified for conduct which a Range Officer deems to be unsportsmanlike. Examples include~ but are not limited to~ cheating~ dishonesty~ failing to comply with the reasonable directions of a Match Official~ or any behavior likely to bring the sport into disrepute. The Range Master must be notified as soon as possible.,bb5c6694-5742-4e4c-ad78-137ebbadd3c4,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,e32e1116-4ec3-49e6-94f7-21c5c5e5216b,,10.6.2,A competitor who is deemed by a Range Officer to have intentionally removed or caused the loss of eye or ear protection in order to gain a reshoot or advantage will be disqualified.,bb5c6694-5742-4e4c-ad78-137ebbadd3c4,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,e4afbbaf-a7d0-4171-9c63-aa11321ff994,,10.6.3,Other persons may be expelled from the range for conduct which a Range Officer deems to be unacceptable. Examples include~ but are not limited to~ failing to comply with the reasonable directions of a Match Official~ interference with the operation of a course of fire and/or a competitor's attempt thereof~ and any other behavior likely to bring the sport into disrepute.,bb5c6694-5742-4e4c-ad78-137ebbadd3c4,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,21d032b1-0f05-40a0-8f56-0a119bfeac21,,10.7.1,All persons are required to be in complete control both mentally and physically during IPSC matches.,a8257835-d706-4f08-bacb-129747d17145,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,4343fbab-4625-4aa2-a457-4dd347877908,,10.7.2,IPSC considers the abuse of alcoholic products~ non-prescription and non-essential drugs and the use of illegal or performance enhancing drugs~ irrespective of how they are taken or administered~ to be an extremely serious offense.,a8257835-d706-4f08-bacb-129747d17145,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,246fa78a-dda8-4374-9563-d45af5d394ea,,10.7.3,Except when used for medicinal purposes~ competitors and officials at matches must not be affected by drugs (including alcohol) of any sort during matches. Any person~ who in the opinion of the Range Master is visibly under the influence of any of the items described herein~ will be disqualified from the match and may be required to leave the range.,a8257835-d706-4f08-bacb-129747d17145,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,b00d0e09-e99e-4b72-9e18-ede6a7689550,,10.7.4,IPSC reserves the right to prohibit any general or specific substances and to introduce tests for the presence of these substances at any time (see separate IPSC Anti-Doping Rules).,a8257835-d706-4f08-bacb-129747d17145,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,d72ab327-c790-427e-b5b9-4c19fa3fa5ba,Administration,11.1.1,Occasional disputes are inevitable in any competitive activity governed by rules. It is recognized that at the more significant match levels the outcome is much more important to the individual competitor. However~ effective match administration and planning will prevent most if not all disputes.,263250a2-43ab-4600-a7fb-6d368960e941,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,ff1aa625-6bdf-488e-becb-151c3686e94f,Access,11.1.2,Appeals may be submitted to arbitration in accordance with the following rules for any matter except where specifically denied by another rule. Appeals arising from a disqualification for a safety infraction will only be accepted to determine whether exceptional circumstances warrant reconsideration of the disqualification. However~ the commission of the infraction as described by the Match Official is not subject to challenge or appeal.,263250a2-43ab-4600-a7fb-6d368960e941,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,57dfe343-5916-4eb3-b248-89dbb0e984f8,Appeals,11.1.3,The Range Officer makes decisions initially. If the appellant disagrees with a decision~ the Chief Range Officer for the stage or area in question should be asked to rule. If a disagreement still exists~ the Range Master must be asked to rule.,263250a2-43ab-4600-a7fb-6d368960e941,cdb32d12-3aa3-48cf-8c61-35e79ed20813
RULE,d5ae56fc-687f-49a0-81d9-196b18ec5f33,Appeal to Committee,11.1.4,Should the appellant continue to disagree with the decision he may appeal to the Arbitration Committee by submitting a first party appeal.,263250a2-43ab-4600-a7fb-6d368960e941,cdb32d12-3aa3-48cf-8c61-35e79ed20813
