DISCIPLINE,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0,Shotgun
CHAPTER,a522ef74-8f0a-4b4b-bc96-c2686648c948,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,d7eadec7-988c-41ea-bcd8-12eeba5062f9,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,4ee10809-42e9-44a7-b336-7aea1ea4ba68,Course Information,3,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,3525567f-1076-4514-ba19-f0b78c2c7650,Range Equipment,4,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,36e03673-8c72-4467-bdbd-fc2fd11f90d1,Competitor Equipment,5,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,22167b43-a0ec-4636-8d27-4fd082140bd8,Match Structure,6,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,92cfdc12-6b8c-42f9-a5ab-5e0132d330e0,Match Management,7,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,052d3107-1381-4ebc-9e5e-5fb45ed6074f,The Course of Fire,8,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,e59f5405-335f-4249-88ad-2ead96add2fd,Scoring,9,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,634b991c-2597-4d52-a8bf-e91540544366,Penalties and Disqualifications,10,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,54a6c27c-06c4-44a2-b503-64735c7fcebe,Arbitration and Interpretation of Rules,11,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,766fcc57-a446-4f58-ac29-3c60c90b27aa,Miscellaneous Matters,12,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,2db6f321-c37b-4c74-bb96-8ced78740ea6,,9.7.2,If corrections to the score sheet are required~ these will be clearly entered onto the original and other copies of the competitor�s score sheets. The competitor and the Range Officer should initial any corrections.,80fd5e98-dbe3-4924-a515-cb33118b3c17,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,9704fec2-3521-404f-b441-c12a73d0c4d9,,9.7.3,Should a competitor refuse to sign or initial a score sheet~ for any reason~ the matter must be referred to the Range Master. If the Range Master is satisfied that the course of fire has been conducted and scored correctly the unsigned score sheet will be submitted as normal for inclusion in the match results.,80fd5e98-dbe3-4924-a515-cb33118b3c17,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,845bf5dc-cdaa-4f16-a771-6706838e613c,,9.7.4,A score sheet signed by both a competitor and a Range Officer is conclusive evidence that the course of fire has been completed~ and that the time~ scores and penalties recorded on the score sheet~ are accurate and uncontested. The signed score sheet is deemed to be a definitive document and~ with the exception of the mutual consent of the competitor and the signatory Range Officer~ or due to an arbitration decision~ the score sheet will only be changed to correct arithmetical errors or to add procedural penalties under Rule 8.6.2.,80fd5e98-dbe3-4924-a515-cb33118b3c17,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,38b690bb-cb8b-4a37-9966-732b72bfb884,,9.7.5,If a score sheet is found to have insufficient or excess entries~ or if the time has not been recorded on the score sheet~ it must be promptly referred to the Range Master who will normally require the competitor to reshoot the course of fire.,80fd5e98-dbe3-4924-a515-cb33118b3c17,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d21a47dd-5bb1-4595-af64-7f657e4ff874,,9.7.6,In the event that a reshoot is not possible for any reason~ the following actions will prevail:,80fd5e98-dbe3-4924-a515-cb33118b3c17,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d4d317a0-2ab9-4800-9652-744ef6b78057,,9.7.7,In the event that an original score sheet is lost or otherwise unavailable~ the competitor's duplicate copy~ or any other written or electronic record acceptable to the Range Master~ will be used. If the competitor's copy~ or any other written or electronic record~ is unavailable~ or is deemed by the Range Master to be insufficiently legible the competitor will be required to reshoot the course of fire. If the Range Master deems that a reshoot is not possible for any reason~ the competitor will incur a zero time and score for the affected stage.,80fd5e98-dbe3-4924-a515-cb33118b3c17,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d3b38160-c566-4d80-a1a2-ac491bc65914,,9.7.8,No person~ other than an authorized Match Official~ is permitted to handle an original score sheet retained on a stage~ or at any other place~ after it has been signed by a competitor and a Range Officer~ without the prior approval of the Range Officer or personnel directly involved with Stats. Violations will incur a warning for the first offense~ but may be subject to Section 10.6 for subsequent occurrences in the same match.,80fd5e98-dbe3-4924-a515-cb33118b3c17,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,b268294c-d1d1-467c-b40a-5db38005cd50,,9.8.1,Each competitor has a responsibility to maintain an accurate record of their scores by verifying the lists posted by the Stats Officer.,e91ba226-755c-4988-87dc-9961a76a29d4,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,b2bae962-48aa-4452-9cf6-8d80d076f052,,9.8.2,After all competitors have completed a match~ the provisional stage results must be published and posted in a conspicuous place at the shooting range and~ at Level IV or higher matches~ at the official match hotel for the purpose of verification by competitors. The time and date the subject results were actually posted (not just printed) at each venue must be clearly stated thereon.,e91ba226-755c-4988-87dc-9961a76a29d4,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,68fa1c05-5094-496b-9a29-8159c508ca87,,9.8.3,If a competitor detects an error in those results~ he must file an appeal with the Stats Officer within 1 hour after the results were actually posted. If the appeal is not filed within the time limit~ the posted scores will stand and the appeal will be dismissed.,e91ba226-755c-4988-87dc-9961a76a29d4,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,9327af7f-66d5-4fe2-88fe-c69e01257161,,9.8.4,Competitors who are scheduled (or otherwise authorized by the Match Director) to complete all courses of fire in a match in a period of time less than the full duration of the match (e.g. 1 day format in a 3 day match etc.)~ are required to check their provisional match results in accordance with the special procedures and time limits specified by the Match Director (e.g. via a website)~ failing which scoring appeals will not be accepted. The relevant procedure must be published in advance in match literature and/or by way of a notice posted in a conspicuous place at the shooting range prior to commencement of the match (also see Section 6.6).,e91ba226-755c-4988-87dc-9961a76a29d4,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,92a77d0b-f6a9-4cc4-afd5-5053e64076cd,,9.8.5,A Match Director may elect to have results posted electronically (e.g. via a website) either in addition to~ or as an alternative to~ physically printing them. If so~ the relevant procedure must be published in advance in match literature and/or by way of a notice posted in a conspicuous place at the shooting range prior to commencement of the match. Facilities (e.g. a computer) must be provided for competitors to view the results if a Match Director has elected to only have results posted electronically.,e91ba226-755c-4988-87dc-9961a76a29d4,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,fbbe79d2-0894-4fe0-a6d6-def707eaa9a3,,9.9.1,Moving targets which present at least a portion of the A zone when at rest (either before or after initial activation)~ or which continuously appear and disappear for the duration of a competitor�s attempt at a COF~ are not disappearing and will always incur failure to engage and/or miss penalties.,152ce8e7-cfd9-42a6-a0d6-8acffdcb13b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,ac0c5985-3642-4288-bf6f-1162227d0063,,9.9.2,Moving targets~ which do not comply with the above criteria~ are disappearing and will not incur failure to engage or miss penalties unless a competitor fails to activate the mechanism which initiates the target movement before or when firing his last shot for that course of fire.,152ce8e7-cfd9-42a6-a0d6-8acffdcb13b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,46a24282-698b-4b51-a078-39b168d641ce,,9.9.3,Stationary targets which present at least a portion of the A zone~ either before or after activation of a moving and/or concealing no-shoot or vision barrier~ are not disappearing and will incur failure to engage and/or miss penalties.,152ce8e7-cfd9-42a6-a0d6-8acffdcb13b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,c8a07f78-7e5f-4a93-b071-9514fb805835,,9.9.4,Targets which present at least a portion of the A zone each time a competitor operates a mechanical activator (e.g. a rope~ lever~ pedal~ flap~ door etc.)~ are not subject to this section.,152ce8e7-cfd9-42a6-a0d6-8acffdcb13b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,38eb78ab-b128-4bd6-b4a2-2e3c0893431f,,9.9.5,If a COF requires that a competitor be confined to an apparatus which travels from one location to another location during his attempt at a COF~ any target which can only be engaged from the apparatus for part of its travel~ and which cannot subsequently be reengaged~ is deemed to be disappearing.,152ce8e7-cfd9-42a6-a0d6-8acffdcb13b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,3f9c9046-5cc6-40c3-b33f-f631ee5efe4d,,9.9.6,Disappearing frangible targets which the Range Officer deems have not broken due to a direct hit will not count for score. The Range Officer's decision concerning hits or misses is final.,152ce8e7-cfd9-42a6-a0d6-8acffdcb13b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,2f5d0813-fc2a-4d0d-80ba-866d2a812a0c,,9.10.1,Only the timing device operated by a Range Officer must be used to record the official elapsed time of a competitor's attempt at a course of fire. If a Range Officer assigned to a course of fire (or a more senior Match Official) deems that a timing device is faulty~ a competitor whose attempt cannot be credited with an accurate time will be required to reshoot the course of fire.,b73e3318-21ee-4d43-99a2-b85d5d4353a5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,1a023bba-f1df-49ce-a601-4204520d0230,,9.10.2,If~ in the opinion of an Arbitration Committee~ the time credited to a competitor for a course of fire is deemed to be unrealistic~ the competitor will be required to reshoot the course of fire (see Rule 9.7.4).,b73e3318-21ee-4d43-99a2-b85d5d4353a5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,8a864723-4f9e-4238-94dc-0f3cb1c3e161,,9.11.1,The official scoring program for all Level IV or higher matches is the latest version of the Windows� Match Scoring System (WinMSS)~ unless another scoring program is approved by the IPSC President. For other level matches~ no other scoring program can be used without the approval of the Regional Director of the host Region.,f337ab9d-7737-4b8e-bae7-3cda8e12f252,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,9f8c1269-8d1a-4f31-8ca7-f85efb1aabfd,,10.1.1,Procedural penalties are imposed when a competitor fails to comply with procedures specified in a written stage briefing and/or is found to be in violation of other general rules. The Range Officer imposing the procedural penalties must clearly record the number of penalties~ and the reason why they were imposed~ on the competitor's score sheet.,7ce0509d-7bfe-42ef-aa8e-0e8fce1a9fcb,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,53238318-fa2b-4347-859b-0274372fb31b,,10.1.2,Procedural penalties are assessed at minus 10 points each.,7ce0509d-7bfe-42ef-aa8e-0e8fce1a9fcb,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,7b0f17f6-0cf2-4289-9c4b-d495c273ad09,,10.1.3,A competitor disputing the application or number of procedural penalties may appeal to the Chief Range Officer and/or Range Master. A competitor who continues to be aggrieved may then lodge an appeal for arbitration.,7ce0509d-7bfe-42ef-aa8e-0e8fce1a9fcb,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,c1bdc0cf-c2d6-442d-94df-fe76e3d418bf,,10.1.4,Procedural penalties cannot be nullified by further competitor action. For example~ a competitor who fires a shot at a target while faulting a line will still incur the applicable penalties even though he subsequently shoots at the same target while not faulting the line.,7ce0509d-7bfe-42ef-aa8e-0e8fce1a9fcb,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,61a4608b-49c9-4404-8331-97d67b736023,,10.2.1,A competitor who fires shots while any part of their body is touching the ground or any object beyond a Fault Line will receive 1 procedural penalty for each occurrence. No penalty is assessed if a competitor does not fire any shots while faulting except when Rule 2.2.1.5 applies.,66a0ec64-e51a-4c6a-8e0b-318b82643220,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,6df711da-1791-489a-bcbc-ca4a7231fb6f,,10.2.2,A competitor who fails to comply with a procedure specified in the written stage briefing will incur 1 procedural penalty for each occurrence. However~ if a competitor has gained a significant advantage during non-compliance~ the competitor may be assessed 1 procedural penalty for each shot fired~ instead of a single penalty (e.g. firing one or more shots contrary to the required location~ shooting position or stance).,66a0ec64-e51a-4c6a-8e0b-318b82643220,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d31c5823-9bff-4ef9-b899-c1820be09014,,10.2.3,Where multiple penalties are assessed in the above cases~ they must not exceed the maximum number of scoring hits that can be attained by the competitor. For example~ a competitor who gains an advantage while faulting a Fault Line where only 4 metal targets are visible will receive 1 procedural penalty for each shot fired while faulting~ up to a maximum of 4 procedural penalties~ regardless of the number of shots actually fired.,66a0ec64-e51a-4c6a-8e0b-318b82643220,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d2bcdd51-6f96-41e0-830e-fc4bcaf5eafb,,10.2.4,A competitor who fails to comply with a mandatory reload will incur 1 procedural penalty for each shot fired after the point where the reload was required until a reload is performed.,66a0ec64-e51a-4c6a-8e0b-318b82643220,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,aeec3d5b-655b-4d4a-9094-65451b9c4a92,,10.2.5,In a Cooper Tunnel~ a competitor who disturbs one or more pieces of the overhead material will receive 1 procedural penalty for each piece of overhead material which falls. Overhead material which falls as a result of the competitor bumping or striking the uprights~ or as a result of muzzle gases or recoil~ will not be penalized.,66a0ec64-e51a-4c6a-8e0b-318b82643220,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,251fc559-9a45-42a8-aeb9-38a63b908f60,,10.2.6,A competitor who is creeping (e.g. moving hands towards the firearm~ a reloading device or ammunition) or physically moving to a more advantageous shooting position or stance after the "Standby" command and prior to issuance of the Start Signal~ will incur 1 procedural penalty. If the Range Officer can stop the competitor in time~ a warning will be issued for the first offense and the competitor will be restarted.,66a0ec64-e51a-4c6a-8e0b-318b82643220,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,17f7a35e-e2bd-41da-a221-b50b554ae868,,10.2.7,A competitor who fails to engage any scoring target with at least one round will incur 1 procedural penalty per target~ plus the applicable number of misses~ except where the provisions of Rule 9.9.2 apply.,66a0ec64-e51a-4c6a-8e0b-318b82643220,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,a4c2771b-b9c8-43db-b218-241b32ea4896,,10.2.8,If a course of fire stipulates the use of the weak shoulder only~ the competitor will be issued procedural penalties for using the strong shoulder. This will be assessed as 1 procedural penalty per shot fired.,66a0ec64-e51a-4c6a-8e0b-318b82643220,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,61aa3ff6-1753-4f84-8fe3-8a57684d28b9,,10.2.9,A competitor who leaves a shooting location may return and shoot again from the same location provided they do so safely. However~ written stage briefings for Classifiers and Level I & II matches may prohibit such actions~ in which case 1 procedural penalty per shot fired will apply.,66a0ec64-e51a-4c6a-8e0b-318b82643220,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,7b1bae03-aee6-41e6-99a0-e09d3656d636,,10.2.10,Special penalty: A competitor unable to fully execute any part of a course of fire due to incapacity or injury may~ prior to making his attempt at the course of fire~ request that the Range Master apply a penalty in lieu of the stated course requirement.,66a0ec64-e51a-4c6a-8e0b-318b82643220,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,b58b8417-b076-4ee2-bd8a-df446c3bf4a9,,10.2.11,A competitor who fires shots over a barrier constructed to a height of at least 1.8 meters will incur 1 procedural penalty for each shot fired (also see Rule 2.2.3.1).,66a0ec64-e51a-4c6a-8e0b-318b82643220,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,af61e41d-1413-47fb-bfab-6fb43517f787,,10.2.12,A competitor who uses ammunition contrary to the type specified for a course of fire~ will incur one procedural penalty for each metal target or no-shoot which falls as a result (see Rules 9.5.11~ 10.4.9 and 10.4.10).,66a0ec64-e51a-4c6a-8e0b-318b82643220,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,9b4ba1f8-26b0-4f15-b320-fb1d0bc2b088,,10.3.1,A competitor who commits a safety infraction or any other prohibited activity during an IPSC match will be disqualified~ and will be prohibited from attempting any remaining courses of fire regardless of the schedule or physical layout of the match~ pending the verdict of any appeal submitted in accordance with Chapter 11 of these rules.,b9ac108c-cefe-4091-9dc8-b7f3500d58e6,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,218e7e6b-2509-44bb-b632-80f6975feba0,,10.3.2,When a disqualification is issued~ the Range Officer must record the reasons for the disqualification~ and the time and date of the incident~ on the competitor's score sheet~ and the Range Master must be notified as soon as possible.,b9ac108c-cefe-4091-9dc8-b7f3500d58e6,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,b43d3148-c413-4ed5-814a-22007842de2b,,10.3.3,Scores for a competitor who has received a disqualification must not be deleted from match results~ and match results must not be declared final by the Match Director~ until the time limit prescribed in Rule 11.3.1 has passed~ provided no appeal to arbitration on any matter has been submitted to the Range Master (or his delegate).,b9ac108c-cefe-4091-9dc8-b7f3500d58e6,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,bc845fee-8755-48ad-bbf6-70a8fef449e0,,10.3.4,If an appeal to arbitration is submitted within the time limit prescribed in Rule 11.3.1~ the provisions of Rule 11.3.2 will prevail.,b9ac108c-cefe-4091-9dc8-b7f3500d58e6,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,b5934627-94ed-444d-8c9a-93933e889a52,,10.3.5,Scores for a competitor who has completed a pre-match or main match without a disqualification will not be affected by a disqualification received while that competitor is participating in a Shoot-Off or other side match (also see Rule 6.2.4).,b9ac108c-cefe-4091-9dc8-b7f3500d58e6,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,2f3a0ed0-6889-4437-8578-5b8d904506a6,,10.4.1,A shot~ which travels over a backstop~ a berm or in any other direction~ specified in the written stage briefing by the match organizers as being unsafe. Note that a competitor who legitimately fires a shot at a target~ which then travels in an unsafe direction~ will not be disqualified~ but the provisions of Section 2.3 may apply.,c1515289-5ad8-409c-bb4d-efc70c09768c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,06117b2e-7307-447d-8207-ab2b3546c4f5,,10.4.2,A shot which strikes the ground within 3 meters of the competitor~ except when shooting at a paper or frangible target closer than 3 meters to the competitor. A shot which strikes the ground within 3 meters of the competitor due to a "squib" load is exempt from this rule.,c1515289-5ad8-409c-bb4d-efc70c09768c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,74cb4a8f-338a-483c-b5e0-826258d81d9a,,10.4.3,A shot which occurs while actually loading~ reloading or unloading a firearm. This includes any shot fired during the procedures outlined in Rules 8.3.1 and 8.3.7 (also see Rule 10.5.9).,c1515289-5ad8-409c-bb4d-efc70c09768c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,814ff439-0c58-4b7b-9d39-ceea581659bc,,10.4.4,A shot which occurs during remedial action in the case of a malfunction.,c1515289-5ad8-409c-bb4d-efc70c09768c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d3115a6f-7d52-4ae2-8a90-860190671a09,,10.4.5,A shot which occurs while transferring a shotgun between hands or shoulders.,c1515289-5ad8-409c-bb4d-efc70c09768c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,f6498d0f-7666-46b4-aa23-12b1daae554a,,10.4.6,A shot which occurs during movement~ except while actually shooting at targets.,c1515289-5ad8-409c-bb4d-efc70c09768c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,bf1911e4-496a-464a-a189-70c123afad72,,10.4.7,A shot fired at a metal target from a distance of less than 5 meters when using birdshot or buckshot ammunition or 40 meters when using slug ammunition. The distance is measured from the front of the target to the nearest part of the competitor's body in contact with the ground (see Rule 2.1.3).,c1515289-5ad8-409c-bb4d-efc70c09768c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,f03b286b-1767-42be-a3dd-8ef90857d043,,10.4.8,In this Section~ if it can be established that the cause of the discharge is due to a broken or defective part of the firearm~ the competitor has not committed any safety infraction in this Section~ and a disqualification will not be invoked~ but the competitor's scores for that stage will be zero.,c1515289-5ad8-409c-bb4d-efc70c09768c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,b4fe076c-5f74-4dbb-a100-f5377d0ac091,,10.4.9,A shot fired using slug ammunition unless this ammunition type has been specifically nominated as being acceptable for the course of fire.,c1515289-5ad8-409c-bb4d-efc70c09768c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,eed61b78-20a9-4b6b-9393-f878419c08c9,,10.4.10,A shot fired using buckshot ammunition during a course of fire that has been specifically nominated as requiring birdshot ammunition for safety reasons.,c1515289-5ad8-409c-bb4d-efc70c09768c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,361bdc45-5b47-4771-9d33-305cc91ac855,,10.5.1,Handling a shotgun at any time except when in a designated Safety Area~ or elsewhere deemed safe by a Range Officer~ or when under the supervision of~ and in response to a direct command issued by~ a Range Officer may invoke a disqualification. This does not apply to the carrying of shotguns where Rule 5.2.1 will apply. Violation of Rule 5.2.1 may invoke a disqualification.,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,539cd610-8e48-4e58-a78c-eb3ee0370461,,10.5.2,Allowing the muzzle of a firearm to point uprange~ or past the default~ or specific safe angles of fire during a course of fire. Exception: when fitting the chamber safety flag in compliance with Rule 8.3.7.2 the muzzle may point uprange within a radius of 50 cm from a competitor�s feet.,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,2b2d7d4b-a3db-41e7-be5b-3c5539710960,,10.5.3,If at any time during the course of fire~ a competitor drops his firearm or causes it to fall~ loaded or not. Note that a competitor who~ for any reason during a course of fire~ safely and intentionally places the firearm on the ground or other stable object will not be disqualified provided:,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,835c3344-37d7-42c7-98da-24f4599b17a9,,10.5.4,Not applicable.,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,0c07e3d1-7e93-40e0-8671-41b543fa1e63,,10.5.5,Allowing the muzzle of a shotgun to point at any part of the competitor's body during a course of fire (i.e. sweeping).,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d0a1349d-e7ab-400f-a0d1-aabf2b6e1fa3,,10.5.6,Not applicable.,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,ecc7f01a-5638-4253-80dc-fe1f7aa4efd4,,10.5.7,Using more than one firearm during a course of fire.,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,f1f7aac9-a011-42ce-9fea-4057f29b5c1d,,10.5.8,Failure to keep the finger outside the trigger guard while clearing a malfunction where the competitor clearly moves the firearm away from aiming at targets.,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d2657fa1-9c8a-4e9e-aaef-b32222670751,,10.5.9,Failure to keep the finger outside the trigger guard during loading~ reloading~ or unloading. A competitor will be exempt from this rule when operating the trigger to release the action and/or drop the hammer while making ready prior to the Start Signal. In the event that the gun discharges during this operation Rule 10.4.3 will still apply.,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,e28dc85b-9c6b-42eb-877d-48dae8936c43,,10.5.10,Failure to keep the finger outside the trigger guard during movement in accordance with Rule 8.5.1.,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,3de006b5-376e-4a72-b5d9-8a9afbed17d8,,10.5.11,Not applicable.,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d25698ed-dcb9-4b3c-8ea4-07e8a66778ad,,10.5.12,Handling live or dummy ammunition in a Safety Area~ contrary to Rule 2.4.4.,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,6d626427-28da-463d-bf32-72d79b277191,,10.5.13,Having a loaded firearm other than when specifically authorized by a Range Officer.,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,f406380e-c90d-4b1e-a920-80622047e300,,10.5.14,Retrieving a dropped firearm. Dropped firearms must always be retrieved by a Range Officer who will~ after checking and/or clearing the firearm~ return it to the competitor in a safe condition. Dropping an unloaded firearm or causing it to fall outside of a course of fire is not an infraction. However~ a competitor who retrieves a dropped firearm will receive a disqualification.,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,6ebabca9-1962-4f56-8662-b75ba759a3bb,,10.5.15,Using prohibited and/or unsafe ammunition (see Rules 5.5.4 and 5.5.6 to 5.5.6.4)~ and/or using a prohibited firearm (see Rules 5.1.10 and 5.1.11).,4d500be1-b7bb-4fd6-aeec-98eb420861b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,363fb1c4-136c-4ceb-9ddb-966808bae55d,,10.6.1,Competitors will be disqualified for conduct which a Range Officer deems to be unsportsmanlike. Examples include~ but are not limited to~ cheating~ dishonesty~ failing to comply with the reasonable directions of a Match Official~ or any behavior likely to bring the sport into disrepute. The Range Master must be notified as soon as possible.,6c8a365e-b564-4453-a74c-b25417b7e991,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,891f245b-2f86-41eb-a490-a27bcd18db69,,10.6.2,A competitor who is deemed by a Range Officer to have intentionally removed or caused the loss of eye or ear protection in order to gain a reshoot or advantage will be disqualified.,6c8a365e-b564-4453-a74c-b25417b7e991,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,ff480e50-203d-400b-b3f1-e413892d205f,,10.6.3,Other persons may be expelled from the range for conduct which a Range Officer deems to be unacceptable. Examples include~ but are not limited to~ failing to comply with the reasonable directions of a Match Official~ interference with the operation of a course of fire and/or a competitor's attempt thereof~ and any other behavior likely to bring the sport into disrepute.,6c8a365e-b564-4453-a74c-b25417b7e991,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,7664ecf3-0e8e-484c-a6f9-17f76e01026f,,10.7.1,All persons are required to be in complete control both mentally and physically during IPSC matches.,b4840917-b827-49bb-acac-20dc20c6007b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,573a48b2-f765-4f39-9868-f8ff940a2b51,,10.7.2,IPSC considers the abuse of alcoholic products~ non-prescription and non-essential drugs and the use of illegal or performance enhancing drugs~ irrespective of how they are taken or administered~ to be an extremely serious offense.,b4840917-b827-49bb-acac-20dc20c6007b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
