DISCIPLINE,3700a212-379c-481f-8f83-411e39ef933e,Rifle
CHAPTER,0997cc5b-cd44-4538-8e8f-ceecb847e225,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,3364ea61-7afa-47d4-8a74-097dcda9782d,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,1510b2a4-c144-4b89-8738-99db16ed0645,Course Information,3,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,ed8f1157-49a5-4818-a070-d0382b5295fd,Range Equipment,4,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,66f3c913-adfa-4e0a-8b9d-34acc3fdaaed,Competitor Equipment,5,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,a78afaff-fb32-4bd0-b4ca-adc0d4337ffb,Match Structure,6,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,bcd268aa-65a3-48c4-96ba-b7bd784767d8,Match Management,7,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,71474aaf-f746-4dc2-9bce-f2a68650bf00,The Course of Fire,8,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,37751464-065d-44d3-b43b-5f0c09f3e5be,Scoring,9,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,6e8abd5c-7085-46cf-8413-964c5c31da97,Penalties and Disqualifications,10,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,59a57a35-9fb6-40f7-98fe-a7c57fdbfc87,Arbitration and Interpretation of Rules,11,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,2b864bac-666b-40d4-972d-c115293937cb,Miscellaneous Matters,12,,3700a212-379c-481f-8f83-411e39ef933e
RULE,972de978-6eb5-4642-b38d-b3cf20993651,,9.7.4,A score sheet signed by both a competitor and a Range Officer is conclusive evidence that the course of fire has been completed~ and that the time~ scores and penalties recorded on the score sheet~ are accurate and uncontested. The signed score sheet is deemed to be a definitive document and~ with the exception of the mutual consent of the competitor and the signatory Range Officer~ or due to an arbitration decision~ the score sheet will only be changed to correct arithmetical errors or to add procedural penalties under Rule 8.6.2.,f56d731c-9f2b-41c4-abd0-c97e7c3b17d5,3700a212-379c-481f-8f83-411e39ef933e
RULE,c98f7de5-eedd-475e-b9e5-1d6dc2e967a8,,9.7.5,If a score sheet is found to have insufficient or excess entries~ or if the time has not been recorded on the score sheet~ it must be promptly referred to the Range Master who will normally require the competitor to reshoot the course of fire.,f56d731c-9f2b-41c4-abd0-c97e7c3b17d5,3700a212-379c-481f-8f83-411e39ef933e
RULE,cfab1b30-f868-48ad-8678-37c41ca78b85,,9.7.6,In the event that a reshoot is not possible for any reason~ the following actions will prevail:,f56d731c-9f2b-41c4-abd0-c97e7c3b17d5,3700a212-379c-481f-8f83-411e39ef933e
RULE,e1cb3ff2-c9d7-4786-b4c9-e0a075e3736c,,9.7.7,In the event that an original score sheet is lost or otherwise unavailable~ the competitor's duplicate copy~ or any other written or electronic record acceptable to the Range Master~ will be used. If the competitor's copy~ or any other written or electronic record~ is unavailable~ or is deemed by the Range Master to be insufficiently legible the competitor will be required to reshoot the course of fire. If the Range Master deems that a reshoot is not possible for any reason~ the competitor will incur a zero time and score for the affected stage.,f56d731c-9f2b-41c4-abd0-c97e7c3b17d5,3700a212-379c-481f-8f83-411e39ef933e
RULE,15bbe232-7cb4-4652-bc2d-f9789a9b788a,,9.7.8,No person~ other than an authorized Match Official~ is permitted to handle an original score sheet retained on a stage~ or at any other place~ after it has been signed by a competitor and a Range Officer~ without the prior approval of the Range Officer or personnel directly involved with Stats. Violations will incur a warning for the first offense~ but may be subject to Section 10.6 for subsequent occurrences in the same match.,f56d731c-9f2b-41c4-abd0-c97e7c3b17d5,3700a212-379c-481f-8f83-411e39ef933e
RULE,9194c484-3d4b-4200-828c-3540c04556a0,,9.8.1,Each competitor has a responsibility to maintain an accurate record of their scores by verifying the lists posted by the Stats Officer.,29da92d8-30fd-4e8b-867d-c4155a364373,3700a212-379c-481f-8f83-411e39ef933e
RULE,344ffe05-b6e0-4dc9-9f62-2c7c704b5b15,,9.8.2,After all competitors have completed a match~ the provisional stage results must be published and posted in a conspicuous place at the shooting range and~ at Level IV or higher matches~ at the official match hotel for the purpose of verification by competitors. The time and date the subject results were actually posted (not just printed) at each venue must be clearly stated thereon.,29da92d8-30fd-4e8b-867d-c4155a364373,3700a212-379c-481f-8f83-411e39ef933e
RULE,152cd521-9201-4a28-a307-0865b211a22a,,9.8.3,If a competitor detects an error in those results~ he must file an appeal with the Stats Officer within 1 hour after the results were actually posted. If the appeal is not filed within the time limit~ the posted scores will stand and the appeal will be dismissed.,29da92d8-30fd-4e8b-867d-c4155a364373,3700a212-379c-481f-8f83-411e39ef933e
RULE,c8085414-d93b-41b3-bf1d-08ff81d6e2d0,,9.8.4,Competitors who are scheduled (or otherwise authorized by the Match Director) to complete all courses of fire in a match in a period of time less than the full duration of the match (e.g. 1 day format in a 3 day match etc.)~ are required to check their provisional match results in accordance with the special procedures and time limits specified by the Match Director (e.g. via a website)~ failing which scoring appeals will not be accepted. The relevant procedure must be published in advance in match literature and/or by way of a notice posted in a conspicuous place at the shooting range prior to commencement of the match (also see Section 6.6).,29da92d8-30fd-4e8b-867d-c4155a364373,3700a212-379c-481f-8f83-411e39ef933e
RULE,65eb6967-708a-4996-9b3a-db7e06eccb2b,,9.8.5,A Match Director may elect to have results posted electronically (e.g. via a website) either in addition to~ or as an alternative to~ physically printing them. If so~ the relevant procedure must be published in advance in match literature and/or by way of a notice posted in a conspicuous place at the shooting range prior to commencement of the match. Facilities (e.g. a computer) must be provided for competitors to view the results if a Match Director has elected to only have results posted electronically.,29da92d8-30fd-4e8b-867d-c4155a364373,3700a212-379c-481f-8f83-411e39ef933e
RULE,6ee963ea-a3f2-4f58-8b18-11504883896c,,9.9.1,Moving targets which present at least a portion of the A zone when at rest (either before or after initial activation)~ or which continuously appear and disappear for the duration of a competitor�s attempt at a COF~ are not disappearing and will always incur failure to engage and/or miss penalties.,7accd9d6-7505-44c1-9e54-acd15c4c14d1,3700a212-379c-481f-8f83-411e39ef933e
RULE,64504f98-0e93-4edd-b429-cfbfbe1533da,,9.9.2,Moving targets~ which do not comply with the above criteria~ are disappearing and will not incur failure to engage or miss penalties unless a competitor fails to activate the mechanism which initiates the target movement before or when firing his last shot for that course of fire.,7accd9d6-7505-44c1-9e54-acd15c4c14d1,3700a212-379c-481f-8f83-411e39ef933e
RULE,328a14cd-9247-4770-9c91-8fffda55f76b,,9.9.3,Stationary targets which present at least a portion of the A zone~ either before or after activation of a moving and/or concealing no-shoot or vision barrier~ are not disappearing and will incur failure to engage and/or miss penalties.,7accd9d6-7505-44c1-9e54-acd15c4c14d1,3700a212-379c-481f-8f83-411e39ef933e
RULE,1869232e-a9ea-40a3-89be-c0e1bf83394f,,9.9.4,Targets which present at least a portion of the A zone each time a competitor operates a mechanical activator,7accd9d6-7505-44c1-9e54-acd15c4c14d1,3700a212-379c-481f-8f83-411e39ef933e
RULE,78cecd0d-81f6-4081-b411-5cfc8cbd01b4,,9.9.5,If a COF requires that a competitor be confined to an apparatus which travels from one location to another location during his attempt at a COF~ any target which can only be engaged from the apparatus for part of its travel~ and which cannot subsequently be reengaged~ is deemed to be disappearing.,7accd9d6-7505-44c1-9e54-acd15c4c14d1,3700a212-379c-481f-8f83-411e39ef933e
RULE,36fe0641-9bcc-4ffb-8ad4-b32105f1144a,,9.10.1,Only the timing device operated by a Range Officer must be used to record the official elapsed time of a competitor's attempt at a course of fire. If a Range Officer assigned to a course of fire (or a more senior Match Official) deems that a timing device is faulty~ a competitor whose attempt cannot be credited with an accurate time will be required to reshoot the course of fire.,846b5664-0e4d-460e-8d81-46eb030a37cd,3700a212-379c-481f-8f83-411e39ef933e
RULE,5cdd8678-d880-4db9-ad43-4bdca1a293bb,,9.10.2,If~ in the opinion of an Arbitration Committee~ the time credited to a competitor for a course of fire is deemed to be unrealistic~ the competitor will be required to reshoot the course of fire (see Rule 9.7.4).,846b5664-0e4d-460e-8d81-46eb030a37cd,3700a212-379c-481f-8f83-411e39ef933e
RULE,15e09c80-68d5-4773-89e8-d74fb5920425,,10.1.1,Procedural penalties are imposed when a competitor fails to comply with procedures specified in a written stage briefing and/or is found to be in violation of other general rules. The Range Officer imposing the procedural penalties must clearly record the number of penalties~ and the reason why they were imposed~ on the competitor's score sheet.,f3edbd70-7d8b-4a74-bf7f-b22177a6b8f7,3700a212-379c-481f-8f83-411e39ef933e
RULE,5fef5962-96c8-4fc6-ba3a-f7c11958ed00,,10.1.2,Procedural penalties are assessed at minus 10 points each.,f3edbd70-7d8b-4a74-bf7f-b22177a6b8f7,3700a212-379c-481f-8f83-411e39ef933e
RULE,92530ac3-3a4d-4148-83a9-3e6d5ee9648b,,10.1.3,A competitor disputing the application or number of procedural penalties may appeal to the Chief Range Officer and/or Range Master. A competitor who continues to be aggrieved may then lodge an appeal for arbitration.,f3edbd70-7d8b-4a74-bf7f-b22177a6b8f7,3700a212-379c-481f-8f83-411e39ef933e
RULE,1489fefe-8d44-4211-86bf-9be581a69304,,10.1.4,Procedural penalties cannot be nullified by further competitor action. For example~ a competitor who fires a shot at a target while faulting a line will still incur the applicable penalties even though he subsequently shoots at the same target while not faulting the line.,f3edbd70-7d8b-4a74-bf7f-b22177a6b8f7,3700a212-379c-481f-8f83-411e39ef933e
RULE,75c47180-6f3f-4cbd-aab2-bcdf985175f2,,10.2.10,Special penalty: A competitor unable to fully execute any part of a course of fire due to incapacity or injury may~ prior to making his attempt at the course of fire~ request that the Range Master apply a penalty in lieu of the stated course requirement.,8e1b7f95-3865-4a25-a640-2714d774785a,3700a212-379c-481f-8f83-411e39ef933e
RULE,ce514822-ab70-4487-ba4c-fdfcf1140d1e,,10.2.1,A competitor who fires shots while any part of their body is touching the ground or any object beyond a Fault Line will receive 1 procedural penalty for each occurrence. No penalty is assessed if a competitor does not fire any shots while faulting except when Rule 2.2.1.5 applies.,8e1b7f95-3865-4a25-a640-2714d774785a,3700a212-379c-481f-8f83-411e39ef933e
RULE,ecc40e60-46f8-4b5d-b5bb-9e97cd3d4ccc,,10.2.2,A competitor who fails to comply with a procedure specified in the written stage briefing will incur 1 procedural penalty for each occurrence. However~ if a competitor has gained a significant advantage during non-compliance~ the competitor may be assessed 1 procedural penalty for each shot fired~ instead of a single penalty (e.g. firing one or more shots contrary to the required location~ shooting position or stance).,8e1b7f95-3865-4a25-a640-2714d774785a,3700a212-379c-481f-8f83-411e39ef933e
RULE,d43894b1-be87-4c69-b509-1548999384b7,,10.2.3,Where multiple penalties are assessed in the above cases~ they must not exceed the maximum number of scoring hits that can be attained by the competitor. For example~ a competitor who gains an advantage while faulting a Fault Line where only 4 metal targets are visible will receive 1 procedural penalty for each shot fired while faulting~ up to a maximum of 4 procedural penalties~ regardless of the number of shots actually fired.,8e1b7f95-3865-4a25-a640-2714d774785a,3700a212-379c-481f-8f83-411e39ef933e
RULE,5ed09160-6c29-49fa-8486-a061104a246e,,10.2.4,A competitor who fails to comply with a mandatory reload will incur 1 procedural penalty for each shot fired after the point where the reload was required until a reload is performed.,8e1b7f95-3865-4a25-a640-2714d774785a,3700a212-379c-481f-8f83-411e39ef933e
RULE,d952ebde-04f1-4c7c-b908-b130acd98c77,,10.2.5,In a Cooper Tunnel~ a competitor who disturbs one or more pieces of the overhead material will receive 1 procedural penalty for each piece of overhead material which falls. Overhead material which falls as a result of the competitor bumping or striking the uprights~ or as a result of muzzle gases or recoil~ will not be penalized.,8e1b7f95-3865-4a25-a640-2714d774785a,3700a212-379c-481f-8f83-411e39ef933e
RULE,009ea475-6a62-40ae-8691-a10512af39bd,,10.2.6,A competitor who is creeping (e.g. moving hands towards the firearm~ a reloading device or ammunition) or physically moving to a more advantageous shooting position or stance after the "Standby" command and prior to issuance of the Start Signal~ will incur 1 procedural penalty. If the Range Officer can stop the competitor in time~ a warning will be issued for the first offense and the competitor will be restarted.,8e1b7f95-3865-4a25-a640-2714d774785a,3700a212-379c-481f-8f83-411e39ef933e
RULE,515c801f-198b-441e-bd38-8a460c9cba3c,,10.2.7,A competitor who fails to engage any scoring target with at least one round will incur 1 procedural penalty per target~ plus the applicable number of misses~ except where the provisions of Rule 9.9.2 apply.,8e1b7f95-3865-4a25-a640-2714d774785a,3700a212-379c-481f-8f83-411e39ef933e
RULE,ae59addc-1f59-4a7f-ad0a-991c79ce3064,,10.2.8,Not applicable.,8e1b7f95-3865-4a25-a640-2714d774785a,3700a212-379c-481f-8f83-411e39ef933e
RULE,88de2d2b-f02b-4859-b58e-939203b3bc30,,10.2.9,A competitor who leaves a shooting location may return and shoot again from the same location provided they do so safely. However~ written stage briefings for Classifiers and Level I & II matches may prohibit such actions~ in which case 1 procedural penalty per shot fired will apply.,8e1b7f95-3865-4a25-a640-2714d774785a,3700a212-379c-481f-8f83-411e39ef933e
RULE,f0984bc3-8196-4e90-aaa1-1c786deb7081,,10.2.11,A competitor who fires shots over a barrier constructed to a height of at least 1.8 meters will incur 1 procedural penalty for each shot fired (also see Rule 2.2.3.1).,8e1b7f95-3865-4a25-a640-2714d774785a,3700a212-379c-481f-8f83-411e39ef933e
RULE,33d6033f-942a-4eac-a68b-12ed306c8e51,,10.2.12,Should a competitor engage a target or targets with burst or fully automatic fire (where more than one shot is discharged with one manipulation of the trigger) due to the firearm being in the automatic mode~ he will be scored zero for that stage and a warning issued. In the event of a second violation of this rule he will be disqualified. In the event that the discharge was in an unsafe direction or as defined in 10.3.1~ the regulations for that Section will apply.,8e1b7f95-3865-4a25-a640-2714d774785a,3700a212-379c-481f-8f83-411e39ef933e
RULE,2841d95e-238f-4a35-ad9f-3b1da159a48f,,10.3.1,A competitor who commits a safety infraction or any other prohibited activity during an IPSC match will be disqualified~ and will be prohibited from attempting any remaining courses of fire regardless of the schedule or physical layout of the match~ pending the verdict of any appeal submitted in accordance with Chapter 11 of these rules.,df444f78-0ea1-4388-aafd-52d05f411f82,3700a212-379c-481f-8f83-411e39ef933e
RULE,2c0a5d37-3f0a-4f53-b79b-ff774a4876b3,,10.3.2,When a disqualification is issued~ the Range Officer must record the reasons for the disqualification~ and the time and date of the incident~ on the competitor's score sheet~ and the Range Master must be notified as soon as possible.,df444f78-0ea1-4388-aafd-52d05f411f82,3700a212-379c-481f-8f83-411e39ef933e
RULE,1cc17312-b13a-4ed7-aded-6ee29dd3dcfe,,10.3.3,Scores for a competitor who has received a disqualification must not be deleted from match results~ and match results must not be declared final by the Match Director~ until the time limit prescribed in Rule 11.3.1 has passed~ provided no appeal to arbitration on any matter has been submitted to the Range Master (or his delegate).,df444f78-0ea1-4388-aafd-52d05f411f82,3700a212-379c-481f-8f83-411e39ef933e
RULE,22ec527a-353e-4130-b5cd-6be98c2837e0,,10.3.4,If an appeal to arbitration is submitted within the time limit prescribed in Rule 11.3.1~ the provisions of Rule 11.3.2 will prevail.,df444f78-0ea1-4388-aafd-52d05f411f82,3700a212-379c-481f-8f83-411e39ef933e
RULE,78a69bf1-9027-44ab-bae1-05e8f0a21d08,,10.3.5,Scores for a competitor who has completed a pre-match or main match without a disqualification will not be affected by a disqualification received while that competitor is participating in a Shoot-Off or other side match (also see Rule 6.2.4).,df444f78-0ea1-4388-aafd-52d05f411f82,3700a212-379c-481f-8f83-411e39ef933e
RULE,1276d8e3-4a13-4750-81b6-9a6351cf4f07,,10.4.1,A shot~ which travels over a backstop~ a berm or in any other direction~ specified in the written stage briefing by the match organizers as being unsafe. Note that a competitor who legitimately fires a shot at a target~ which then travels in an unsafe direction~ will not be disqualified~ but the provisions of Section 2.3 may apply.,4168a60f-15e2-4d67-9153-7c86e8992c23,3700a212-379c-481f-8f83-411e39ef933e
RULE,afc601e6-58c1-49db-a762-837a5452cd1e,,10.4.2,A shot which strikes the ground within 3 meters of the competitor~ except when shooting at a paper or frangible target closer than 3 meters to the competitor. A shot which strikes the ground within 3 meters of the competitor due to a "squib" load is exempt from this rule.,4168a60f-15e2-4d67-9153-7c86e8992c23,3700a212-379c-481f-8f83-411e39ef933e
RULE,569c3d55-4a78-4b91-8419-11857a3dae1a,,10.4.3,A shot which occurs while actually loading~ reloading or unloading a firearm. This includes any shot fired during the procedures outlined in Rules 8.3.1 and 8.3.7 (also see Rule 10.5.9).,4168a60f-15e2-4d67-9153-7c86e8992c23,3700a212-379c-481f-8f83-411e39ef933e
RULE,67b1ad98-41b4-48a4-86a6-937f0e67dba4,,10.4.4,A shot which occurs during remedial action in the case of a malfunction.,4168a60f-15e2-4d67-9153-7c86e8992c23,3700a212-379c-481f-8f83-411e39ef933e
RULE,45271bee-1d97-4150-8406-79f802b999a0,,10.4.5,A shot which occurs while transferring a rifle between hands.,4168a60f-15e2-4d67-9153-7c86e8992c23,3700a212-379c-481f-8f83-411e39ef933e
RULE,a52037de-a09b-42f3-9fb1-b85b27dd39ad,,10.4.6,A shot which occurs during movement~ except while actually shooting at targets.,4168a60f-15e2-4d67-9153-7c86e8992c23,3700a212-379c-481f-8f83-411e39ef933e
RULE,aa9ef6c4-6815-427a-a637-590f3480d874,,10.4.7,A shot fired at a metal target from a distance of less than 50 meters~ measured from the front of the target to the nearest part of the competitor's body in contact with the ground (see Rule 2.1.3).,4168a60f-15e2-4d67-9153-7c86e8992c23,3700a212-379c-481f-8f83-411e39ef933e
RULE,dd0578ff-8db7-4655-b668-a1022c9f4b0c,,10.4.8,In this Section~ if it can be established that the cause of the discharge is due to a broken or defective part of the firearm~ the competitor has not committed any safety infraction in this Section~ and a disqualification will not be invoked~ but the competitor's scores for that stage will be zero.,4168a60f-15e2-4d67-9153-7c86e8992c23,3700a212-379c-481f-8f83-411e39ef933e
RULE,3d2a803d-8e97-420e-801b-d543f917d85a,,10.5.1,Handling a rifle at any time except when in a designated Safety Area~ or elsewhere deemed safe by a Range Officer~ or when under the supervision of~ and in response to a direct command issued by~ a Range Officer may invoke a disqualification. This does not apply to the carrying of rifles where Rule 5.2.1 will apply. Violation of Rule 5.2.1 may invoke a disqualification.,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,b5a74d9b-1ca6-4d58-b51a-a5310e03a148,,10.5.2,Allowing the muzzle of a firearm to point uprange~ or past the default~ or specific safe angles of fire during a course of fire. Exception: when fitting the chamber safety flag in compliance with Rule 8.3.7.2 the muzzle may point uprange within a radius of 50 cm from a competitor�s feet.,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,4e796eac-b6f5-4016-b323-7d622e519cc1,,10.5.3,If at any time during the course of fire~ a competitor drops his firearm or causes it to fall~ loaded or not. Note that a competitor who~ for any reason during a course of fire~ safely and intentionally places the firearm on the ground or other stable object will not be disqualified provided:,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,e6a81050-c3e5-49e3-8482-a5fb603dc778,,10.5.4,Not applicable.,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,5c952c82-b7f8-47b9-a794-ef4b33876daf,,10.5.5,Allowing the muzzle of a rifle to point at any part of the competitor's body during a course of fire (i.e. sweeping).,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,b4572097-b59e-4ece-9c29-14946d2c93b8,,10.5.6,Not applicable.,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,a17d113c-6b32-4b35-9952-15b4da39bca6,,10.5.7,Using more than one firearm during a course of fire.,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,c949b02c-e7d7-483f-b16f-ad3665582de2,,10.5.8,Failure to keep the finger outside the trigger guard while clearing a malfunction where the competitor clearly moves the firearm away from aiming at targets.,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,24a0e5a0-b72e-4248-b685-28b50bfbb3db,,10.5.9,Failure to keep the finger outside the trigger guard during loading~ reloading~ or unloading. A competitor will be exempt from this rule when operating the trigger to dry fire or to release the action and/or drop the hammer while making ready prior to the Start Signal. In the event that the gun discharges during this operation Rule 10.4.3 will still apply.,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,0b458505-e5b5-4189-9ae2-933ed06b9c8f,,10.5.10,Failure to keep the finger outside the trigger guard during movement in accordance with Rule 8.5.1.,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,21f99cf9-8065-46b6-9abd-4cf95bcc8d26,,10.5.11,Not applicable.,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,ffc4afba-6f40-4bc6-9043-4f966311ac71,,10.5.12,Handling live or dummy ammunition in a Safety Area~ contrary to Rule 2.4.4.,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,39e797f1-332a-4638-8103-77bf60770a53,,10.5.13,Having a loaded firearm other than when specifically authorized by a Range Officer.,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,26bc912a-da34-4f27-a701-cde0ee595bae,,10.5.14,Retrieving a dropped firearm. Dropped firearms must always be retrieved by a Range Officer who will~ after checking and/or clearing the firearm~ return it to the competitor in a safe condition. Dropping an unloaded firearm or causing it to fall outside of a course of fire is not an infraction. However~ a competitor who retrieves a dropped firearm will receive a disqualification.,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,89d75288-104f-4b75-adc3-2f0f4b8e36f0,,10.5.15,Using prohibited and/or unsafe ammunition (see Rules 5.5.4~ 5.5.5 and 5.5.6)~ and/or using a prohibited firearm (see Rules 5.1.10 and 5.1.11).,02ada80d-55de-412c-aa5b-a7ca03a081cb,3700a212-379c-481f-8f83-411e39ef933e
RULE,3e9aae69-08c7-4f06-9fae-c4c60efd8e18,,10.6.1,Competitors will be disqualified for conduct which a Range Officer deems to be unsportsmanlike. Examples include~ but are not limited to~ cheating~ dishonesty~ failing to comply with the reasonable directions of a Match Official~ or any behavior likely to bring the sport into disrepute. The Range Master must be notified as soon as possible.,7e8e2d1c-0d27-48a8-8b84-a3787ff2179a,3700a212-379c-481f-8f83-411e39ef933e
RULE,9fe08aea-a47e-455f-83a0-1a13a421e0b4,,10.6.2,A competitor who is deemed by a Range Officer to have intentionally removed or caused the loss of eye or ear protection in order to gain a reshoot or advantage will be disqualified.,7e8e2d1c-0d27-48a8-8b84-a3787ff2179a,3700a212-379c-481f-8f83-411e39ef933e
RULE,5a8392f9-a110-4b04-8eb0-065da66d4d00,,10.6.3,Other persons may be expelled from the range for conduct which a Range Officer deems to be unacceptable. Examples include~ but are not limited to~ failing to comply with the reasonable directions of a Match Official~ interference with the operation of a course of fire and/or a competitor's attempt thereof~ and any other behavior likely to bring the sport into disrepute.,7e8e2d1c-0d27-48a8-8b84-a3787ff2179a,3700a212-379c-481f-8f83-411e39ef933e
RULE,a320d9b6-c34b-4c4d-a0ee-3b3820b6a955,,10.7.1,All persons are required to be in complete control both mentally and physically during IPSC matches.,3aafe77a-6b04-42d6-ac35-36d7e714d9f1,3700a212-379c-481f-8f83-411e39ef933e
RULE,7b2d6628-dbf0-4772-bfa7-88175745bc23,,10.7.2,IPSC considers the abuse of alcoholic products~ non-prescription and non-essential drugs and the use of illegal or performance enhancing drugs~ irrespective of how they are taken or administered~ to be an extremely serious offense.,3aafe77a-6b04-42d6-ac35-36d7e714d9f1,3700a212-379c-481f-8f83-411e39ef933e
RULE,df02b667-ef5a-402c-a0a8-33d748b9537d,,10.7.3,Except when used for medicinal purposes~ competitors and officials at matches must not be affected by drugs (including alcohol) of any sort during matches. Any person~ who in the opinion of the Range Master is visibly under the influence of any of the items described herein~ will be disqualified from the match and may be required to leave the range.,3aafe77a-6b04-42d6-ac35-36d7e714d9f1,3700a212-379c-481f-8f83-411e39ef933e
RULE,8089cfa7-fa27-424f-aa62-90a39c3060a5,,10.7.4,IPSC reserves the right to prohibit any general or specific substances and to introduce tests for the presence of these substances at any time (see separate IPSC Anti-Doping Rules).,3aafe77a-6b04-42d6-ac35-36d7e714d9f1,3700a212-379c-481f-8f83-411e39ef933e
RULE,1c2e7e5d-a09a-4638-98c2-d45c402cd545,Administration,11.1.1,Occasional disputes are inevitable in any competitive activity governed by rules. It is recognized that at the more significant match levels the outcome is much more important to the individual competitor. However~ effective match administration and planning will prevent most if not all disputes.,46123ba9-178d-45ae-9dfc-4c85e3473633,3700a212-379c-481f-8f83-411e39ef933e
RULE,a828d725-8838-47d5-aeb8-a2ed4f85fd13,Access,11.1.2,Appeals may be submitted to arbitration in accordance with the following rules for any matter except where specifically denied by another rule. Appeals arising from a disqualification for a safety infraction will only be accepted to determine whether exceptional circumstances warrant reconsideration of the disqualification. However~ the commission of the infraction as described by the Match Official is not subject to challenge or appeal.,46123ba9-178d-45ae-9dfc-4c85e3473633,3700a212-379c-481f-8f83-411e39ef933e
RULE,5612df57-d58c-453d-a010-f36a58a4648b,Appeals,11.1.3,The Range Officer makes decisions initially. If the appellant disagrees with a decision~ the Chief Range Officer for the stage or area in question should be asked to rule. If a disagreement still exists~ the Range Master must be asked to rule.,46123ba9-178d-45ae-9dfc-4c85e3473633,3700a212-379c-481f-8f83-411e39ef933e
RULE,866a1180-f708-4f51-948f-635cd87b4973,Appeal to Committee,11.1.4,Should the appellant continue to disagree with the decision he may appeal to the Arbitration Committee by submitting a first party appeal.,46123ba9-178d-45ae-9dfc-4c85e3473633,3700a212-379c-481f-8f83-411e39ef933e
RULE,d80ff7cc-592d-43bb-8ce2-8013f48d9631,Retain Evidence,11.1.5,An appellant is required to inform the Range Master of his wish to present his appeal to the Arbitration Committee and may request that the officials retain any and all relevant documentary or other evidence pending the hearing. Audio and/or video recordings may be accepted as evidence.,46123ba9-178d-45ae-9dfc-4c85e3473633,3700a212-379c-481f-8f83-411e39ef933e
RULE,71c01e9c-6daa-425d-918d-f64e14f7935e,Preparing the Appeal,11.1.6,The appellant is responsible for the preparation and delivery of the written submission~ together with the appropriate fee. Both must be submitted to the Range Master within the specified period of time.,46123ba9-178d-45ae-9dfc-4c85e3473633,3700a212-379c-481f-8f83-411e39ef933e
RULE,c157685d-a023-4f3d-a3ac-a019fd6e153c,,11.1.7,Match Official�s Duty � Any Match Official in receipt of a request for arbitration must~ without delay~ inform the Range Master and must note the identities of all witnesses and officials involved and pass this information on to the Range Master.,46123ba9-178d-45ae-9dfc-4c85e3473633,3700a212-379c-481f-8f83-411e39ef933e
RULE,e8c68295-bf98-4750-8795-71616b071f09,,11.1.8,Match Director�s Duty � Upon receiving the appeal from the Range Master~ the Match Director must convene the Arbitration Committee in a place of privacy as soon as possible.,46123ba9-178d-45ae-9dfc-4c85e3473633,3700a212-379c-481f-8f83-411e39ef933e
RULE,d404cef6-8142-421f-8889-8e2f55c42232,,11.1.9,Arbitration Committee�s Duty � The Arbitration Committee is bound to observe and apply the current IPSC Rules and to deliver a decision consistent with those rules. Where rules require interpretation or where an incident is not specifically covered by the rules~ the Arbitration Committee will use their best judgment in the spirit of the rules.,46123ba9-178d-45ae-9dfc-4c85e3473633,3700a212-379c-481f-8f83-411e39ef933e
